Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
1999,1,el Raval,1497,1
1999,1,el Raval,101,2
1999,1,el Raval,24,3
1999,1,el Raval,62,4
1999,1,el Raval,32,5
1999,1,el Raval,37,6
1999,1,el Raval,21,7
1999,1,el Raval,52,8
1999,1,el Raval,41,9
1999,1,el Raval,178,10
1999,1,el Raval,282,11
1999,1,el Raval,..,12
1999,1,el Raval,25,13
1999,1,el Raval,14,14
1999,1,el Raval,24,15
1999,1,el Raval,13,16
1999,1,el Raval,23,17
1999,1,el Raval,49,18
1999,1,el Raval,10,19
1999,1,el Raval,13,20
1999,1,el Raval,..,21
1999,1,el Raval,..,22
1999,1,el Raval,5,23
1999,1,el Raval,..,24
1999,1,el Raval,5,25
1999,1,el Raval,10,26
1999,1,el Raval,7,27
1999,1,el Raval,7,28
1999,1,el Raval,..,29
1999,1,el Raval,..,30
1999,1,el Raval,42,31
1999,1,el Raval,19,32
1999,1,el Raval,5,33
1999,1,el Raval,..,34
1999,1,el Raval,17,35
1999,1,el Raval,..,36
1999,1,el Raval,20,37
1999,1,el Raval,8,38
1999,1,el Raval,5,39
1999,1,el Raval,..,40
1999,1,el Raval,..,41
1999,1,el Raval,10,43
1999,1,el Raval,..,44
1999,1,el Raval,8,45
1999,1,el Raval,6,46
1999,1,el Raval,..,47
1999,1,el Raval,6,48
1999,1,el Raval,..,49
1999,1,el Raval,..,51
1999,1,el Raval,13,52
1999,1,el Raval,10,53
1999,1,el Raval,..,54
1999,1,el Raval,..,55
1999,1,el Raval,..,57
1999,1,el Raval,6,58
1999,1,el Raval,..,59
1999,1,el Raval,20,60
1999,1,el Raval,8,61
1999,1,el Raval,9,62
1999,1,el Raval,15,63
1999,1,el Raval,28,64
1999,1,el Raval,23,65
1999,1,el Raval,10,66
1999,1,el Raval,..,67
1999,1,el Raval,11,68
1999,1,el Raval,8,69
1999,1,el Raval,10,70
1999,1,el Raval,17,71
1999,1,el Raval,30,72
1999,1,el Raval,10,73
1999,2,el Barri Gòtic,139,1
1999,2,el Barri Gòtic,194,2
1999,2,el Barri Gòtic,29,3
1999,2,el Barri Gòtic,62,4
1999,2,el Barri Gòtic,28,5
1999,2,el Barri Gòtic,22,6
1999,2,el Barri Gòtic,25,7
1999,2,el Barri Gòtic,23,8
1999,2,el Barri Gòtic,17,9
1999,2,el Barri Gòtic,37,10
1999,2,el Barri Gòtic,51,11
1999,2,el Barri Gòtic,..,12
1999,2,el Barri Gòtic,25,13
1999,2,el Barri Gòtic,7,14
1999,2,el Barri Gòtic,8,15
1999,2,el Barri Gòtic,8,16
1999,2,el Barri Gòtic,9,17
1999,2,el Barri Gòtic,8,18
1999,2,el Barri Gòtic,13,19
1999,2,el Barri Gòtic,..,21
1999,2,el Barri Gòtic,..,22
1999,2,el Barri Gòtic,5,23
1999,2,el Barri Gòtic,..,24
1999,2,el Barri Gòtic,..,25
1999,2,el Barri Gòtic,15,26
1999,2,el Barri Gòtic,..,27
1999,2,el Barri Gòtic,..,28
1999,2,el Barri Gòtic,6,30
1999,2,el Barri Gòtic,24,31
1999,2,el Barri Gòtic,..,32
1999,2,el Barri Gòtic,5,33
1999,2,el Barri Gòtic,..,34
1999,2,el Barri Gòtic,11,35
1999,2,el Barri Gòtic,5,37
1999,2,el Barri Gòtic,..,38
1999,2,el Barri Gòtic,..,39
1999,2,el Barri Gòtic,..,40
1999,2,el Barri Gòtic,..,41
1999,2,el Barri Gòtic,6,43
1999,2,el Barri Gòtic,..,44
1999,2,el Barri Gòtic,5,46
1999,2,el Barri Gòtic,..,49
1999,2,el Barri Gòtic,..,50
1999,2,el Barri Gòtic,..,51
1999,2,el Barri Gòtic,..,52
1999,2,el Barri Gòtic,5,53
1999,2,el Barri Gòtic,5,54
1999,2,el Barri Gòtic,..,55
1999,2,el Barri Gòtic,5,59
1999,2,el Barri Gòtic,6,60
1999,2,el Barri Gòtic,..,61
1999,2,el Barri Gòtic,5,62
1999,2,el Barri Gòtic,..,63
1999,2,el Barri Gòtic,14,64
1999,2,el Barri Gòtic,12,65
1999,2,el Barri Gòtic,9,66
1999,2,el Barri Gòtic,5,67
1999,2,el Barri Gòtic,9,68
1999,2,el Barri Gòtic,..,69
1999,2,el Barri Gòtic,10,70
1999,2,el Barri Gòtic,12,71
1999,2,el Barri Gòtic,13,72
1999,2,el Barri Gòtic,8,73
1999,3,la Barceloneta,18,1
1999,3,la Barceloneta,9,2
1999,3,la Barceloneta,475,3
1999,3,la Barceloneta,29,4
1999,3,la Barceloneta,11,5
1999,3,la Barceloneta,12,6
1999,3,la Barceloneta,7,7
1999,3,la Barceloneta,..,8
1999,3,la Barceloneta,10,9
1999,3,la Barceloneta,10,10
1999,3,la Barceloneta,14,11
1999,3,la Barceloneta,6,13
1999,3,la Barceloneta,..,14
1999,3,la Barceloneta,13,15
1999,3,la Barceloneta,..,17
1999,3,la Barceloneta,9,18
1999,3,la Barceloneta,..,19
1999,3,la Barceloneta,5,20
1999,3,la Barceloneta,5,23
1999,3,la Barceloneta,..,25
1999,3,la Barceloneta,..,26
1999,3,la Barceloneta,..,29
1999,3,la Barceloneta,..,30
1999,3,la Barceloneta,5,31
1999,3,la Barceloneta,..,32
1999,3,la Barceloneta,..,33
1999,3,la Barceloneta,6,35
1999,3,la Barceloneta,..,36
1999,3,la Barceloneta,..,37
1999,3,la Barceloneta,7,38
1999,3,la Barceloneta,..,39
1999,3,la Barceloneta,..,41
1999,3,la Barceloneta,..,43
1999,3,la Barceloneta,8,44
1999,3,la Barceloneta,..,45
1999,3,la Barceloneta,..,46
1999,3,la Barceloneta,..,48
1999,3,la Barceloneta,..,49
1999,3,la Barceloneta,..,50
1999,3,la Barceloneta,..,51
1999,3,la Barceloneta,..,52
1999,3,la Barceloneta,..,53
1999,3,la Barceloneta,..,54
1999,3,la Barceloneta,8,55
1999,3,la Barceloneta,..,57
1999,3,la Barceloneta,7,59
1999,3,la Barceloneta,..,60
1999,3,la Barceloneta,..,61
1999,3,la Barceloneta,..,62
1999,3,la Barceloneta,..,63
1999,3,la Barceloneta,13,64
1999,3,la Barceloneta,6,65
1999,3,la Barceloneta,15,66
1999,3,la Barceloneta,13,67
1999,3,la Barceloneta,20,68
1999,3,la Barceloneta,..,69
1999,3,la Barceloneta,15,70
1999,3,la Barceloneta,6,71
1999,3,la Barceloneta,8,72
1999,3,la Barceloneta,12,73
1999,4,"Sant Pere, Santa Caterina i la Ribera",94,1
1999,4,"Sant Pere, Santa Caterina i la Ribera",67,2
1999,4,"Sant Pere, Santa Caterina i la Ribera",44,3
1999,4,"Sant Pere, Santa Caterina i la Ribera",427,4
1999,4,"Sant Pere, Santa Caterina i la Ribera",30,5
1999,4,"Sant Pere, Santa Caterina i la Ribera",21,6
1999,4,"Sant Pere, Santa Caterina i la Ribera",47,7
1999,4,"Sant Pere, Santa Caterina i la Ribera",12,8
1999,4,"Sant Pere, Santa Caterina i la Ribera",12,9
1999,4,"Sant Pere, Santa Caterina i la Ribera",29,10
1999,4,"Sant Pere, Santa Caterina i la Ribera",35,11
1999,4,"Sant Pere, Santa Caterina i la Ribera",15,13
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,14
1999,4,"Sant Pere, Santa Caterina i la Ribera",6,15
1999,4,"Sant Pere, Santa Caterina i la Ribera",13,16
1999,4,"Sant Pere, Santa Caterina i la Ribera",10,17
1999,4,"Sant Pere, Santa Caterina i la Ribera",19,18
1999,4,"Sant Pere, Santa Caterina i la Ribera",6,19
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,20
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,21
1999,4,"Sant Pere, Santa Caterina i la Ribera",7,23
1999,4,"Sant Pere, Santa Caterina i la Ribera",6,24
1999,4,"Sant Pere, Santa Caterina i la Ribera",7,25
1999,4,"Sant Pere, Santa Caterina i la Ribera",29,26
1999,4,"Sant Pere, Santa Caterina i la Ribera",9,27
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,28
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,29
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,30
1999,4,"Sant Pere, Santa Caterina i la Ribera",20,31
1999,4,"Sant Pere, Santa Caterina i la Ribera",11,32
1999,4,"Sant Pere, Santa Caterina i la Ribera",6,33
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,34
1999,4,"Sant Pere, Santa Caterina i la Ribera",23,35
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,36
1999,4,"Sant Pere, Santa Caterina i la Ribera",7,37
1999,4,"Sant Pere, Santa Caterina i la Ribera",5,39
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,40
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,41
1999,4,"Sant Pere, Santa Caterina i la Ribera",11,43
1999,4,"Sant Pere, Santa Caterina i la Ribera",5,44
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,45
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,48
1999,4,"Sant Pere, Santa Caterina i la Ribera",..,49
